,term,Course_Name,enrolled,total_Seats
797,Spring 2010,CSC 899 [03 ],0,0
798,Spring 2010,CSC 897 [04 ],0,5
799,Spring 2010,CSC 898 [01 ],0,0
800,Spring 2010,CSC 899 [01 ],0,0
801,Spring 2010,CSC 899 [02 ],0,0
802,Spring 2010,CSC 899 [03 ],0,0
803,Spring 2010,CSC 897 [04 ],0,5
804,Spring 2010,CSC 898 [01 ],0,0
805,Spring 2010,CSC 899 [01 ],0,0
806,Spring 2010,CSC 899 [02 ],0,0
807,Spring 2010,CSC 899 [03 ],0,0
808,Fall 2010,CSC 101 [02 ],69,70
809,Fall 2010,CSC 210 [01 ],26,33
810,Fall 2010,CSC 210 [02 ],34,40
811,Fall 2010,CSC 210 [03 ],34,30
812,Fall 2010,CSC 210 [04 ],29,33
813,Fall 2010,CSC 211 [01 ],30,35
814,Fall 2010,CSC 213 [01 ],6,20
815,Fall 2010,CSC 220 [01 ],37,35
816,Fall 2010,CSC 220 [02 ],35,30
817,Fall 2010,CSC 230 [01 ],42,45
818,Fall 2010,CSC 256 [01 ],34,30
819,Fall 2010,CSC 300GW [01 ],25,25
820,Fall 2010,CSC 300GW [02 ],24,25
821,Fall 2010,CSC 309 [01 ],30,30
822,Fall 2010,CSC 340 [01 ],23,25
823,Fall 2010,CSC 412 [01 ],13,25
824,Fall 2010,CSC 413 [01 ],18,25
825,Fall 2010,CSC 413 [02 ],21,25
826,Fall 2010,CSC 415 [01 ],28,30
827,Fall 2010,CSC 510 [01 ],23,30
828,Fall 2010,CSC 520 [01 ],18,20
829,Fall 2010,CSC 600 [01 ],11,15
830,Fall 2010,CSC 600 [02 ],12,15
831,Fall 2010,CSC 631 [01 ],12,20
832,Fall 2010,CSC 640 [01 ],21,30
833,Fall 2010,CSC 641 [01 ],5,15
834,Fall 2010,CSC 675 [01 ],21,20
835,Fall 2010,CSC 693 [01 ],0,25
836,Fall 2010,CSC 693 [02 ],0,25
837,Fall 2010,CSC 694 [01 ],0,10
838,Fall 2010,CSC 694 [02 ],0,10
839,Fall 2010,CSC 694 [03 ],0,10
840,Fall 2010,CSC 695 [01 ],12,20
841,Fall 2010,CSC 697 [01 ],0,0
842,Fall 2010,CSC 699 [01 ],0,0
843,Fall 2010,CSC 699 [02 ],0,0
844,Fall 2010,CSC 699 [03 ],0,0
845,Fall 2010,CSC 730 [01 ],14,15
846,Fall 2010,CSC 775 [01 ],14,15
847,Fall 2010,CSC 810 [01 ],24,25
848,Fall 2010,CSC 831 [01 ],5,10
849,Fall 2010,CSC 835 [01 ],19,20
850,Fall 2010,CSC 841 [01 ],8,10
851,Fall 2010,CSC 848 [01 ],30,25
852,Fall 2010,CSC 857 [01 ],9,10
853,Fall 2010,CSC 872 [01 ],10,10
854,Fall 2010,CSC 893 [01 ],1,30
855,Fall 2010,CSC 895 [01 ],0,0
856,Fall 2010,CSC 897 [01 ],0,0
857,Fall 2010,CSC 897 [02 ],0,0
858,Fall 2010,CSC 897 [03 ],0,0
859,Fall 2010,CSC 897 [04 ],0,0
860,Fall 2010,CSC 898 [01 ],0,0
861,Fall 2010,CSC 899 [01 ],0,0
862,Fall 2010,CSC 899 [02 ],0,0
863,Fall 2010,CSC 899 [03 ],0,0
864,Fall 2010,CSC 897 [03 ],0,0
865,Fall 2010,CSC 897 [04 ],0,0
866,Fall 2010,CSC 898 [01 ],0,0
867,Fall 2010,CSC 899 [01 ],0,0
868,Fall 2010,CSC 899 [02 ],0,0
869,Fall 2010,CSC 899 [03 ],0,0
870,Fall 2010,CSC 897 [03 ],0,0
871,Fall 2010,CSC 897 [04 ],0,0
872,Fall 2010,CSC 898 [01 ],0,0
873,Fall 2010,CSC 899 [01 ],0,0
874,Fall 2010,CSC 899 [02 ],0,0
875,Fall 2010,CSC 899 [03 ],0,0
876,Fall 2010,CSC 897 [03 ],0,0
877,Fall 2010,CSC 897 [04 ],0,0
878,Fall 2010,CSC 898 [01 ],0,0
879,Fall 2010,CSC 899 [01 ],0,0
880,Fall 2010,CSC 899 [02 ],0,0
881,Fall 2010,CSC 899 [03 ],0,0
882,Spring 2011,CSC 101 [01 ],65,70
883,Spring 2011,CSC 210 [01 ],41,35
884,Spring 2011,CSC 210 [02 ],34,30
885,Spring 2011,CSC 210 [03 ],35,30
886,Spring 2011,CSC 211 [01 ],26,40
887,Spring 2011,CSC 220 [01 ],31,35
888,Spring 2011,CSC 220 [02 ],30,30
889,Spring 2011,CSC 230 [01 ],46,45
890,Spring 2011,CSC 256 [01 ],40,35
891,Spring 2011,CSC 300GW [01 ],8,25
892,Spring 2011,CSC 300GW [02 ],26,25
893,Spring 2011,CSC 313 [01 ],11,16
894,Spring 2011,CSC 330 [01 ],16,30
895,Spring 2011,CSC 340 [01 ],24,25
896,Spring 2011,CSC 340 [02 ],29,25
897,Spring 2011,CSC 412 [01 ],8,25
898,Spring 2011,CSC 413 [01 ],19,20
899,Spring 2011,CSC 413 [02 ],22,20
900,Spring 2011,CSC 415 [01 ],29,30
901,Spring 2011,CSC 510 [01 ],29,30
902,Spring 2011,CSC 600 [01 ],15,20
903,Spring 2011,CSC 600 [02 ],16,20
904,Spring 2011,CSC 615 [01 ],24,25
905,Spring 2011,CSC 621 [01 ],11,15
906,Spring 2011,CSC 656 [01 ],29,30
907,Spring 2011,CSC 667 [01 ],16,20
908,Spring 2011,CSC 668 [01 ],6,15
909,Spring 2011,CSC 693 [01 ],0,25
910,Spring 2011,CSC 693 [02 ],0,25
911,Spring 2011,CSC 694 [01 ],0,15
912,Spring 2011,CSC 694 [02 ],0,15
913,Spring 2011,CSC 694 [03 ],0,15
914,Spring 2011,CSC 695 [01 ],11,25
915,Spring 2011,CSC 697 [01 ],0,15
916,Spring 2011,CSC 699 [01 ],0,5
917,Spring 2011,CSC 699 [02 ],0,5
918,Spring 2011,CSC 699 [03 ],0,5
919,Spring 2011,CSC 720 [01 ],15,15
920,Spring 2011,CSC 810 [01 ],21,25
921,Spring 2011,CSC 821 [01 ],9,10
922,Spring 2011,CSC 840 [01 ],16,15
923,Spring 2011,CSC 867 [01 ],18,20
924,Spring 2011,CSC 868 [01 ],15,15
925,Spring 2011,CSC 869 [01 ],17,15
926,Spring 2011,CSC 875 [01 ],9,10
927,Spring 2011,CSC 893 [01 ],1,35
928,Spring 2011,CSC 895 [01 ],0,5
929,Spring 2011,CSC 897 [01 ],0,5
930,Spring 2011,CSC 897 [02 ],1,5
931,Spring 2011,CSC 897 [03 ],0,5
932,Spring 2011,CSC 897 [04 ],0,5
933,Spring 2011,CSC 898 [01 ],0,5
934,Spring 2011,CSC 899 [01 ],1,0
935,Spring 2011,CSC 899 [02 ],0,0
936,Spring 2011,CSC 899 [03 ],0,0
937,Spring 2011,CSC 897 [04 ],0,5
938,Spring 2011,CSC 898 [01 ],0,5
939,Spring 2011,CSC 899 [01 ],1,0
940,Spring 2011,CSC 899 [02 ],0,0
941,Spring 2011,CSC 899 [03 ],0,0
942,Spring 2011,CSC 897 [04 ],0,5
943,Spring 2011,CSC 898 [01 ],0,5
944,Spring 2011,CSC 899 [01 ],1,0
945,Spring 2011,CSC 899 [02 ],0,0
946,Spring 2011,CSC 899 [03 ],0,0
947,Spring 2011,CSC 897 [04 ],0,5
948,Spring 2011,CSC 898 [01 ],0,5
949,Spring 2011,CSC 899 [01 ],1,0
950,Spring 2011,CSC 899 [02 ],0,0
951,Spring 2011,CSC 899 [03 ],0,0
952,Fall 2011,CSC 101 [01 ],65,70
953,Fall 2011,CSC 210 [01 ],30,30
954,Fall 2011,CSC 210 [02 ],36,35
955,Fall 2011,CSC 210 [03 ],44,35
956,Fall 2011,CSC 210 [04 ],38,35
957,Fall 2011,CSC 211 [01 ],35,35
958,Fall 2011,CSC 220 [01 ],32,30
959,Fall 2011,CSC 220 [02 ],25,25
960,Fall 2011,CSC 230 [01 ],44,40
961,Fall 2011,CSC 256 [01 ],39,30
962,Fall 2011,CSC 300GW [01 ],25,25
963,Fall 2011,CSC 300GW [02 ],12,25
964,Fall 2011,CSC 309 [01 ],31,30
965,Fall 2011,CSC 340 [01 ],23,30
966,Fall 2011,CSC 340 [02 ],31,30
967,Fall 2011,CSC 412 [01 ],9,30
968,Fall 2011,CSC 413 [01 ],29,30
969,Fall 2011,CSC 413 [02 ],30,30
970,Fall 2011,CSC 415 [01 ],31,30
971,Fall 2011,CSC 510 [01 ],37,30
972,Fall 2011,CSC 520 [01 ],22,30
973,Fall 2011,CSC 520 [02 ],43,35
974,Fall 2011,CSC 600 [01 ],14,20
975,Fall 2011,CSC 631 [01 ],14,15
976,Fall 2011,CSC 640 [01 ],29,30
977,Fall 2011,CSC 641 [01 ],2,15
978,Fall 2011,CSC 675 [01 ],15,15
979,Fall 2011,CSC 694 [01 ],1,10
980,Fall 2011,CSC 694 [02 ],0,10
981,Fall 2011,CSC 694 [03 ],0,10
982,Fall 2011,CSC 695 [01 ],10,20
983,Fall 2011,CSC 697 [01 ],0,0
984,Fall 2011,CSC 699 [01 ],0,0
985,Fall 2011,CSC 699 [02 ],0,0
986,Fall 2011,CSC 699 [03 ],0,0
987,Fall 2011,CSC 730 [01 ],9,25
988,Fall 2011,CSC 775 [01 ],8,10
989,Fall 2011,CSC 780 [01 ],23,25
990,Fall 2011,CSC 810 [01 ],14,30
991,Fall 2011,CSC 831 [01 ],7,10
992,Fall 2011,CSC 841 [01 ],7,10
993,Fall 2011,CSC 846 [01 ],16,20
994,Fall 2011,CSC 848 [01 ],21,25
995,Fall 2011,CSC 857 [01 ],9,15
996,Fall 2011,CSC 872 [01 ],8,15
997,Fall 2011,CSC 893 [01 ],8,30
998,Fall 2011,CSC 895 [01 ],0,0
999,Fall 2011,CSC 897 [01 ],0,0
1000,Fall 2011,CSC 897 [02 ],0,0
1001,Fall 2011,CSC 897 [03 ],0,0
1002,Fall 2011,CSC 898 [01 ],0,0
1003,Fall 2011,CSC 899 [01 ],0,0
1004,Fall 2011,CSC 899 [02 ],0,0
1005,Fall 2011,CSC 899 [03 ],1,0
1006,Fall 2011,CSC 898 [01 ],0,0
1007,Fall 2011,CSC 899 [01 ],0,0
1008,Fall 2011,CSC 899 [02 ],0,0
1009,Fall 2011,CSC 899 [03 ],1,0
1010,Fall 2011,CSC 898 [01 ],0,0
1011,Fall 2011,CSC 899 [01 ],0,0
1012,Fall 2011,CSC 899 [02 ],0,0
1013,Fall 2011,CSC 899 [03 ],1,0
1014,Fall 2011,CSC 898 [01 ],0,0
1015,Fall 2011,CSC 899 [01 ],0,0
1016,Fall 2011,CSC 899 [02 ],0,0
1017,Fall 2011,CSC 899 [03 ],1,0
1018,Spring 2012,CSC 101 [01 ],71,70
1019,Spring 2012,CSC 210 [01 ],43,35
1020,Spring 2012,CSC 210 [02 ],34,35
1021,Spring 2012,CSC 210 [03 ],39,35
1022,Spring 2012,CSC 210 [04 ],35,35
1023,Spring 2012,CSC 211 [01 ],36,40
1024,Spring 2012,CSC 220 [01 ],36,30
1025,Spring 2012,CSC 220 [02 ],31,25
1026,Spring 2012,CSC 230 [01 ],14,30
1027,Spring 2012,CSC 230 [02 ],42,40
1028,Spring 2012,CSC 256 [01 ],43,35
1029,Spring 2012,CSC 300GW [01 ],24,25
1030,Spring 2012,CSC 300GW [02 ],20,25
1031,Spring 2012,CSC 340 [01 ],26,30
1032,Spring 2012,CSC 340 [02 ],30,30
1033,Spring 2012,CSC 413 [01 ],24,25
1034,Spring 2012,CSC 413 [02 ],25,25
1035,Spring 2012,CSC 415 [01 ],40,30
1036,Spring 2012,CSC 510 [01 ],48,35
1037,Spring 2012,CSC 520 [01 ],40,35
1038,Spring 2012,CSC 600 [01 ],38,30
1039,Spring 2012,CSC 615 [01 ],14,25
1040,Spring 2012,CSC 621 [01 ],10,15
1041,Spring 2012,CSC 656 [01 ],16,30
1042,Spring 2012,CSC 667 [01 ],21,20
1043,Spring 2012,CSC 668 [01 ],15,15
1044,Spring 2012,CSC 693 [01 ],0,25
1045,Spring 2012,CSC 693 [02 ],0,25
1046,Spring 2012,CSC 694 [01 ],0,15
1047,Spring 2012,CSC 694 [02 ],0,15
1048,Spring 2012,CSC 694 [03 ],0,15
1049,Spring 2012,CSC 695 [01 ],20,25
1050,Spring 2012,CSC 697 [01 ],0,15
1051,Spring 2012,CSC 699 [01 ],0,5
1052,Spring 2012,CSC 699 [02 ],0,5
1053,Spring 2012,CSC 699 [03 ],0,5
1054,Spring 2012,CSC 720 [01 ],22,12
1055,Spring 2012,CSC 780 [01 ],16,15
1056,Spring 2012,CSC 810 [01 ],9,25
1057,Spring 2012,CSC 821 [01 ],6,10
1058,Spring 2012,CSC 840 [01 ],12,15
1059,Spring 2012,CSC 867 [01 ],11,20
1060,Spring 2012,CSC 868 [01 ],9,15
1061,Spring 2012,CSC 869 [01 ],11,15
1062,Spring 2012,CSC 890 [01 ],8,10
1063,Spring 2012,CSC 893 [01 ],4,35
1064,Spring 2012,CSC 895 [01 ],0,5
1065,Spring 2012,CSC 897 [01 ],0,5
1066,Spring 2012,CSC 897 [02 ],0,5
1067,Spring 2012,CSC 897 [03 ],0,5
1068,Spring 2012,CSC 897 [04 ],0,5
1069,Spring 2012,CSC 898 [01 ],0,5
1070,Spring 2012,CSC 899 [01 ],0,0
1071,Spring 2012,CSC 899 [02 ],0,0
1072,Spring 2012,CSC 899 [03 ],0,0
1073,Spring 2012,CSC 897 [04 ],0,5
1074,Spring 2012,CSC 898 [01 ],0,5
1075,Spring 2012,CSC 899 [01 ],0,0
1076,Spring 2012,CSC 899 [02 ],0,0
1077,Spring 2012,CSC 899 [03 ],0,0
1078,Spring 2012,CSC 897 [04 ],0,5
1079,Spring 2012,CSC 898 [01 ],0,5
1080,Spring 2012,CSC 899 [01 ],0,0
1081,Spring 2012,CSC 899 [02 ],0,0
1082,Spring 2012,CSC 899 [03 ],0,0
1083,Spring 2012,CSC 897 [04 ],0,5
1084,Spring 2012,CSC 898 [01 ],0,5
1085,Spring 2012,CSC 899 [01 ],0,0
1086,Spring 2012,CSC 899 [02 ],0,0
1087,Spring 2012,CSC 899 [03 ],0,0
1088,Fall 2012,CSC 101 [01 ],40,70
1089,Fall 2012,CSC 206 [01 ],34,35
1090,Fall 2012,CSC 210 [01 ],33,30
1091,Fall 2012,CSC 210 [02 ],41,35
1092,Fall 2012,CSC 210 [03 ],43,35
1093,Fall 2012,CSC 210 [04 ],43,35
1094,Fall 2012,CSC 210 [05 ],43,35
1095,Fall 2012,CSC 211 [01 ],33,35
1096,Fall 2012,CSC 220 [01 ],30,30
1097,Fall 2012,CSC 220 [02 ],27,25
1098,Fall 2012,CSC 220 [03 ],26,35
1099,Fall 2012,CSC 230 [01 ],33,30
1100,Fall 2012,CSC 230 [02 ],45,30
1101,Fall 2012,CSC 256 [01 ],43,35
1102,Fall 2012,CSC 300GW [01 ],23,25
1103,Fall 2012,CSC 300GW [02 ],22,25
1104,Fall 2012,CSC 340 [01 ],40,30
1105,Fall 2012,CSC 340 [02 ],39,30
1106,Fall 2012,CSC 413 [01 ],53,55
1107,Fall 2012,CSC 415 [01 ],40,40
1108,Fall 2012,CSC 510 [01 ],48,45
1109,Fall 2012,CSC 520 [01 ],30,35
1110,Fall 2012,CSC 520 [02 ],18,35
1111,Fall 2012,CSC 600 [01 ],33,30
1112,Fall 2012,CSC 640 [01 ],45,35
1113,Fall 2012,CSC 641 [01 ],15,15
1114,Fall 2012,CSC 675 [01 ],22,15
1115,Fall 2012,CSC 690 [01 ],25,30
1116,Fall 2012,CSC 694 [01 ],1,10
1117,Fall 2012,CSC 694 [02 ],0,10
1118,Fall 2012,CSC 694 [03 ],0,10
1119,Fall 2012,CSC 695 [01 ],6,20
1120,Fall 2012,CSC 697 [01 ],0,0
1121,Fall 2012,CSC 699 [01 ],0,0
1122,Fall 2012,CSC 699 [02 ],0,0
1123,Fall 2012,CSC 699 [03 ],1,0
1124,Fall 2012,CSC 720 [01 ],5,15
1125,Fall 2012,CSC 775 [01 ],10,10
1126,Fall 2012,CSC 810 [01 ],19,20
1127,Fall 2012,CSC 841 [01 ],5,10
1128,Fall 2012,CSC 848 [01 ],11,25
1129,Fall 2012,CSC 858 [01 ],13,15
1130,Fall 2012,CSC 872 [01 ],13,15
1131,Fall 2012,CSC 875 [01 ],12,10
1132,Fall 2012,CSC 890 [01 ],14,15
1133,Fall 2012,CSC 893 [01 ],1,30
1134,Fall 2012,CSC 895 [01 ],0,0
1135,Fall 2012,CSC 897 [01 ],0,0
1136,Fall 2012,CSC 897 [02 ],0,0
1137,Fall 2012,CSC 897 [03 ],0,0
1138,Fall 2012,CSC 898 [01 ],0,0
1139,Fall 2012,CSC 899 [01 ],0,0
1140,Fall 2012,CSC 899 [02 ],0,0
1141,Fall 2012,CSC 899 [03 ],0,0
1142,Fall 2012,CSC 898 [01 ],0,0
1143,Fall 2012,CSC 899 [01 ],0,0
1144,Fall 2012,CSC 899 [02 ],0,0
1145,Fall 2012,CSC 899 [03 ],0,0
1146,Fall 2012,CSC 898 [01 ],0,0
1147,Fall 2012,CSC 899 [01 ],0,0
1148,Fall 2012,CSC 899 [02 ],0,0
1149,Fall 2012,CSC 899 [03 ],0,0
1150,Fall 2012,CSC 898 [01 ],0,0
1151,Fall 2012,CSC 899 [01 ],0,0
1152,Fall 2012,CSC 899 [02 ],0,0
1153,Fall 2012,CSC 899 [03 ],0,0
1154,Spring 2013,CSC 210 [01 ],41,40
1155,Spring 2013,CSC 210 [02 ],40,40
1156,Spring 2013,CSC 210 [03 ],39,40
1157,Spring 2013,CSC 210 [04 ],41,40
1158,Spring 2013,CSC 211 [01 ],41,40
1159,Spring 2013,CSC 220 [01 ],46,40
1160,Spring 2013,CSC 220 [02 ],46,40
1161,Spring 2013,CSC 230 [01 ],46,40
1162,Spring 2013,CSC 230 [02 ],41,40
1163,Spring 2013,CSC 256 [01 ],47,40
1164,Spring 2013,CSC 300GW [01 ],25,25
1165,Spring 2013,CSC 300GW [02 ],28,25
1166,Spring 2013,CSC 309 [01 ],41,40
1167,Spring 2013,CSC 340 [01 ],37,40
1168,Spring 2013,CSC 340 [02 ],21,40
1169,Spring 2013,CSC 413 [01 ],35,40
1170,Spring 2013,CSC 413 [02 ],34,40
1171,Spring 2013,CSC 415 [01 ],46,40
1172,Spring 2013,CSC 510 [01 ],39,40
1173,Spring 2013,CSC 520 [01 ],37,40
1174,Spring 2013,CSC 600 [01 ],38,40
1175,Spring 2013,CSC 615 [01 ],19,25
1176,Spring 2013,CSC 621 [01 ],20,15
1177,Spring 2013,CSC 631 [01 ],18,15
1178,Spring 2013,CSC 640 [01 ],23,25
1179,Spring 2013,CSC 668 [01 ],9,15
1180,Spring 2013,CSC 693 [01 ],0,25
1181,Spring 2013,CSC 693 [02 ],0,25
1182,Spring 2013,CSC 694 [01 ],1,15
1183,Spring 2013,CSC 694 [02 ],0,15
1184,Spring 2013,CSC 694 [03 ],0,15
1185,Spring 2013,CSC 695 [01 ],18,25
1186,Spring 2013,CSC 699 [01 ],0,5
1187,Spring 2013,CSC 699 [02 ],2,5
1188,Spring 2013,CSC 730 [01 ],16,15
1189,Spring 2013,CSC 746 [01 ],17,15
1190,Spring 2013,CSC 780 [01 ],15,15
1191,Spring 2013,CSC 810 [01 ],15,25
1192,Spring 2013,CSC 821 [01 ],5,10
1193,Spring 2013,CSC 831 [01 ],9,10
1194,Spring 2013,CSC 848 [01 ],11,10
1195,Spring 2013,CSC 868 [01 ],12,15
1196,Spring 2013,CSC 893 [01 ],2,35
1197,Spring 2013,CSC 895 [01 ],0,5
1198,Spring 2013,CSC 897 [01 ],0,5
1199,Spring 2013,CSC 897 [02 ],0,5
1200,Spring 2013,CSC 897 [03 ],0,5
1201,Spring 2013,CSC 897 [04 ],0,5
1202,Spring 2013,CSC 898 [01 ],0,5
1203,Spring 2013,CSC 899 [01 ],0,0
1204,Spring 2013,CSC 899 [02 ],1,0
1205,Spring 2013,CSC 899 [03 ],0,0
1206,Spring 2013,CSC 899 [02 ],1,0
1207,Spring 2013,CSC 899 [03 ],0,0
1208,Spring 2013,CSC 899 [02 ],1,0
1209,Spring 2013,CSC 899 [03 ],0,0
1210,Spring 2013,CSC 899 [02 ],1,0
1211,Spring 2013,CSC 899 [03 ],0,0
1212,Fall 2013,CSC 210 [01 ],45,40
1213,Fall 2013,CSC 210 [02 ],43,40
1214,Fall 2013,CSC 210 [03 ],39,40
1215,Fall 2013,CSC 210 [04 ],43,40
1216,Fall 2013,CSC 210 [05 ],52,50
1217,Fall 2013,CSC 211 [01 ],38,35
1218,Fall 2013,CSC 220 [01 ],50,50
1219,Fall 2013,CSC 220 [02 ],41,40
1220,Fall 2013,CSC 220 [03 ],22,40
1221,Fall 2013,CSC 230 [01 ],46,40
1222,Fall 2013,CSC 230 [02 ],63,50
1223,Fall 2013,CSC 256 [01 ],67,70
1224,Fall 2013,CSC 300GW [01 ],32,25
1225,Fall 2013,CSC 300GW [02 ],30,25
1226,Fall 2013,CSC 340 [01 ],35,60
1227,Fall 2013,CSC 340 [02 ],44,40
1228,Fall 2013,CSC 412 [01 ],25,45
1229,Fall 2013,CSC 412 [02 ],37,45
1230,Fall 2013,CSC 413 [01 ],23,33
1231,Fall 2013,CSC 413 [02 ],41,45
1232,Fall 2013,CSC 415 [01 ],56,60
1233,Fall 2013,CSC 510 [01 ],41,55
1234,Fall 2013,CSC 520 [01 ],53,55
1235,Fall 2013,CSC 600 [01 ],40,60
1236,Fall 2013,CSC 640 [01 ],48,45
1237,Fall 2013,CSC 641 [01 ],15,15
1238,Fall 2013,CSC 667 [01 ],44,40
1239,Fall 2013,CSC 675 [01 ],29,15
1240,Fall 2013,CSC 694 [01 ],1,10
1241,Fall 2013,CSC 694 [02 ],0,10
1242,Fall 2013,CSC 694 [03 ],0,10
1243,Fall 2013,CSC 699 [01 ],0,0
1244,Fall 2013,CSC 699 [02 ],0,0
1245,Fall 2013,CSC 699 [03 ],1,0
1246,Fall 2013,CSC 699 [05 ],0,5
1247,Fall 2013,CSC 699 [06 ],0,5
1248,Fall 2013,CSC 699 [07 ],1,5
1249,Fall 2013,CSC 699 [08 ],1,5
1250,Fall 2013,CSC 699 [09 ],0,5
1251,Fall 2013,CSC 699 [10 ],0,5
1252,Fall 2013,CSC 699 [11 ],1,5
1253,Fall 2013,CSC 699 [12 ],1,5
1254,Fall 2013,CSC 699 [13 ],2,5
1255,Fall 2013,CSC 699 [14 ],1,5
1256,Fall 2013,CSC 699 [15 ],0,5
1257,Fall 2013,CSC 720 [01 ],9,20
1258,Fall 2013,CSC 775 [01 ],7,10
1259,Fall 2013,CSC 810 [01 ],14,20
1260,Fall 2013,CSC 841 [01 ],5,10
1261,Fall 2013,CSC 848 [01 ],9,25
1262,Fall 2013,CSC 857 [01 ],15,15
1263,Fall 2013,CSC 867 [01 ],22,20
1264,Fall 2013,CSC 875 [01 ],10,10
1265,Fall 2013,CSC 890 [01 ],16,15
1266,Fall 2013,CSC 893 [01 ],4,30
1267,Fall 2013,CSC 895 [01 ],0,0
1268,Fall 2013,CSC 897 [01 ],0,0
1269,Fall 2013,CSC 897 [02 ],1,0
1270,Fall 2013,CSC 897 [03 ],0,0
1271,Fall 2013,CSC 898 [01 ],0,0
1272,Fall 2013,CSC 899 [01 ],0,0
1273,Fall 2013,CSC 899 [02 ],0,0
1274,Fall 2013,CSC 899 [03 ],0,0
1275,Fall 2013,CSC 857 [01 ],15,15
1276,Fall 2013,CSC 867 [01 ],22,20
1277,Fall 2013,CSC 875 [01 ],10,10
1278,Fall 2013,CSC 890 [01 ],16,15
1279,Fall 2013,CSC 893 [01 ],4,30
1280,Fall 2013,CSC 895 [01 ],0,0
1281,Fall 2013,CSC 897 [01 ],0,0
1282,Fall 2013,CSC 897 [02 ],1,0
1283,Fall 2013,CSC 897 [03 ],0,0
1284,Fall 2013,CSC 898 [01 ],0,0
1285,Fall 2013,CSC 899 [01 ],0,0
1286,Fall 2013,CSC 899 [02 ],0,0
1287,Fall 2013,CSC 899 [03 ],0,0
1288,Fall 2013,CSC 857 [01 ],15,15
1289,Fall 2013,CSC 867 [01 ],22,20
1290,Fall 2013,CSC 875 [01 ],10,10
1291,Fall 2013,CSC 890 [01 ],16,15
1292,Fall 2013,CSC 893 [01 ],4,30
1293,Fall 2013,CSC 895 [01 ],0,0
1294,Fall 2013,CSC 897 [01 ],0,0
1295,Fall 2013,CSC 897 [02 ],1,0
1296,Fall 2013,CSC 897 [03 ],0,0
1297,Fall 2013,CSC 898 [01 ],0,0
1298,Fall 2013,CSC 899 [01 ],0,0
1299,Fall 2013,CSC 899 [02 ],0,0
1300,Fall 2013,CSC 899 [03 ],0,0
1301,Fall 2013,CSC 857 [01 ],15,15
1302,Fall 2013,CSC 867 [01 ],22,20
1303,Fall 2013,CSC 875 [01 ],10,10
1304,Fall 2013,CSC 890 [01 ],16,15
1305,Fall 2013,CSC 893 [01 ],4,30
1306,Fall 2013,CSC 895 [01 ],0,0
1307,Fall 2013,CSC 897 [01 ],0,0
1308,Fall 2013,CSC 897 [02 ],1,0
1309,Fall 2013,CSC 897 [03 ],0,0
1310,Fall 2013,CSC 898 [01 ],0,0
1311,Fall 2013,CSC 899 [01 ],0,0
1312,Fall 2013,CSC 899 [02 ],0,0
1313,Fall 2013,CSC 899 [03 ],0,0
1314,Spring 2014,CSC 210 [01 ],45,40
1315,Spring 2014,CSC 210 [02 ],61,60
1316,Spring 2014,CSC 210 [03 ],57,60
1317,Spring 2014,CSC 210 [04 ],49,50
1318,Spring 2014,CSC 211 [01 ],41,40
1319,Spring 2014,CSC 220 [01 ],39,40
1320,Spring 2014,CSC 220 [02 ],42,40
1321,Spring 2014,CSC 220 [03 ],42,40
1322,Spring 2014,CSC 230 [01 ],53,50
1323,Spring 2014,CSC 230 [02 ],64,50
1324,Spring 2014,CSC 256 [01 ],64,70
1325,Spring 2014,CSC 256 [02 ],18,40
1326,Spring 2014,CSC 300GW [01 ],38,25
1327,Spring 2014,CSC 300GW [02 ],25,25
1328,Spring 2014,CSC 309 [01 ],37,40
1329,Spring 2014,CSC 340 [01 ],64,60
1330,Spring 2014,CSC 340 [02 ],46,40
1331,Spring 2014,CSC 412 [01 ],27,40
1332,Spring 2014,CSC 412 [02 ],26,40
1333,Spring 2014,CSC 413 [01 ],40,50
1334,Spring 2014,CSC 413 [02 ],26,50
1335,Spring 2014,CSC 415 [01 ],50,60
1336,Spring 2014,CSC 510 [01 ],43,40
1337,Spring 2014,CSC 520 [01 ],43,55
1338,Spring 2014,CSC 600 [01 ],43,40
1339,Spring 2014,CSC 631 [01 ],29,30
1340,Spring 2014,CSC 640 [01 ],36,45
1341,Spring 2014,CSC 667 [01 ],25,25
1342,Spring 2014,CSC 668 [01 ],24,25
1343,Spring 2014,CSC 693 [01 ],0,25
1344,Spring 2014,CSC 693 [01 ],0,25
1345,Spring 2014,CSC 694 [01 ],0,15
1346,Spring 2014,CSC 694 [01 ],0,15
1347,Spring 2014,CSC 694 [01 ],1,15
1348,Spring 2014,CSC 695 [01 ],9,25
1349,Spring 2014,CSC 699 [01 ],1,5
1350,Spring 2014,CSC 699 [01 ],0,5
1351,Spring 2014,CSC 730 [01 ],13,10
1352,Spring 2014,CSC 746 [01 ],14,15
1353,Spring 2014,CSC 780 [01 ],20,20
1354,Spring 2014,CSC 810 [01 ],14,15
1355,Spring 2014,CSC 831 [01 ],6,10
1356,Spring 2014,CSC 840 [01 ],9,10
1357,Spring 2014,CSC 848 [01 ],10,15
1358,Spring 2014,CSC 867 [01 ],5,5
1359,Spring 2014,CSC 868 [01 ],14,15
1360,Spring 2014,CSC 869 [01 ],15,15
1361,Spring 2014,CSC 890 [01 ],7,10
1362,Spring 2014,CSC 893 [01 ],3,35
