num_people_enrolled,total_class_size,class_number,term,professor
35,35,Intro to Computer Science w/Lab                                ,SPRING 2012,"['Coogan, Kevin P. ', 'Chen, Tzu-Yi ']"
17,20,"Lab, Intro to Computer Science                                ",SPRING 2012,"['Chen, Tzu-Yi ']"
19,20,"Lab, Intro to Computer Science                                ",SPRING 2012,"['Coogan, Kevin P. ', 'Chen, Tzu-Yi ']"
19,32,Fundamentals of Computer Science                                ,SPRING 2012,"['Bull, Everett L., Jr. ']"
36,24,Discrete Mathematics                                ,SPRING 2012,"['Chen, Tzu-Yi ']"
49,76,Principles of Computer Science                                ,SPRING 2012,"['Stone, Christopher ']"
67,75,Principles of Computer Science                                ,SPRING 2012,"['Stone, Christopher ']"
32,30,Data Structures Adv Programming                                ,SPRING 2012,"['Bruce, Kim Barry ', 'Coogan, Kevin P. ']"
16,20,Data Structures/Adv Program Lab                                ,SPRING 2012,"['Coogan, Kevin P. ']"
16,20,Data Structures/Adv Program Lab                                ,SPRING 2012,"['Coogan, Kevin P. ']"
21,25,Data Structures/Prgm Development                                ,SPRING 2012,"['Wiedermann, Benjamin ']"
27,25,Data Structures/Prgm Development                                ,SPRING 2012,"['Wiedermann, Benjamin ']"
29,33,Computability and Logic                                ,SPRING 2012,"['Tamon, Christino ']"
15,20,Computability & Logic                                ,SPRING 2012,"['Bruce, Kim Barry ']"
39,32,Computer Systems                                ,SPRING 2012,"['Bull, Everett L., Jr. ']"
20,16,"Computer Systems, Lab                                ",SPRING 2012,"['Bull, Everett L., Jr. ']"
19,16,"Computer Systems, Lab                                ",SPRING 2012,"['Bull, Everett L., Jr. ']"
19,20,Software Development                                ,SPRING 2012,"['Sweedyk, Elizabeth Ann ']"
26,25,Programming Languages                                ,SPRING 2012,"[""O'Neill, Melissa E. ""]"
21,25,Programming Languages                                ,SPRING 2012,"[""O'Neill, Melissa E. ""]"
18,19,Database Systems                                ,SPRING 2012,"['Lee, Arthur H. ']"
59,65,Algorithms                                ,SPRING 2012,"['Libeskind-Hadas, Ran ']"
5,5,Scientific Computing                                ,SPRING 2012,"['Yong, Darryl H. ']"
5,15,Computer Systems Performnc Analy                                ,SPRING 2012,"['Kuenning, Geoffrey H. ']"
9,20,Computer Animation                                ,SPRING 2012,"['Sweedyk, Elizabeth Ann ']"
11,12,Machine Learning                                ,SPRING 2012,"['Sood, Sara Owsley ']"
7,20,Topics in Networks - Cryptography                    ,SPRING 2012,"['Tamon, Christino ']"
24,20,Advanced Topics in Algorithms                                ,SPRING 2012,"['Libeskind-Hadas, Ran ']"
9,12,Architecture Aware Algorithms                                ,SPRING 2012,"['Chen, Tzu-Yi ']"
13,12,Robotics Outreach Seminar                                ,SPRING 2012,"['Dodds, Zachary B. ']"
0,12,Spec Top:RoboticsOutreachSeminar                                ,SPRING 2012,"['Dodds, Zachary B. ', 'To Be Arranged\xa000:00-00:00AM; HM Campus,  Beckman Hall']"
35,99,Computer Science Clinic II                                ,SPRING 2012,"['Kuenning, Geoffrey H. ']"
2,5,Computer Science Research I                                ,SPRING 2012,"['Libeskind-Hadas, Ran ']"
2,5,Computer Science Research I                                ,SPRING 2012,"['Stone, Christopher ']"
0,35,Computer Science Research II                                ,SPRING 2012,['Staff ']
0,35,Computer Science Research II                                ,SPRING 2012,['Staff ']
0,35,Computer Science Research II                                ,SPRING 2012,['Staff ']
29,20,Programming Practicum                                ,SPRING 2012,"['Dodds, Zachary B. ']"
0,15,Sr Research/Thesis Computer Sci                                ,SPRING 2012,"['Chen, Tzu-Yi ']"
0,35,Computer Science Project II                                ,SPRING 2012,['Staff ']
0,35,Computer Science Project II                                ,SPRING 2012,['Staff ']
1,35,Computer Science Project II                                ,SPRING 2012,['Staff ']
7,8,Computer Science Project II                                ,SPRING 2012,"['Sweedyk, Elizabeth Ann ']"
1,15,Senior Project                                ,SPRING 2012,"['Chen, Tzu-Yi ']"
1,15,Senior Project                                ,SPRING 2012,"['Bruce, Kim Barry ']"
2,15,Senior Project                                ,SPRING 2012,"['Bull, Everett L., Jr. ', 'Coogan, Kevin P. ']"
1,15,Senior Project                                ,SPRING 2012,"['Sood, Sara Owsley ']"
77,99,Computer Science Colloquium                                ,SPRING 2012,"[""O'Neill, Melissa E. ""]"
0,5,Adv Problems in Computer Science - Static Analysis                 ,SPRING 2012,"['Wiedermann, Benjamin ']"
0,99,Adv Problems in Computer Science                                ,SPRING 2012,['Staff ']
0,99,Adv Problems in Computer Science                                ,SPRING 2012,['Staff ']
0,99,Adv Problems in Computer Science                                ,SPRING 2012,['Staff ']
192,200,Introduction to Computer Science                                ,SPRING 2015,"['Dodds, Zachary B. ']"
68,75,Intro to Computer Science Lab                                ,SPRING 2015,"['Dodds, Zachary B. ']"
53,75,Intro to Computer Science Lab                                ,SPRING 2015,"['Dodds, Zachary B. ']"
35,75,Intro to Computer Science Lab                                ,SPRING 2015,"['Dodds, Zachary B. ']"
28,75,Intro to Computer Science Lab                                ,SPRING 2015,"['Dodds, Zachary B. ']"
27,24,Computation & Cognition w/Lab                                ,SPRING 2015,"['Kauchak, David R. ']"
19,15,"Lab, Computation and Cognition                                ",SPRING 2015,"['Kauchak, David R. ']"
8,15,"Lab, Computation and Cognition                                ",SPRING 2015,"['Kauchak, David R. ']"
32,19,Computing for the Web                                ,SPRING 2015,"['Lee, Arthur H. ']"
39,19,Introduction to Computer Science                                ,SPRING 2015,"['Sun, John D. ']"
40,25,Intro to Computer Science w/Lab                                ,SPRING 2015,"['Chen, Tzu-Yi ', 'Chambers, America L. ', 'Wu, Yuqing ']"
26,25,Intro to Computer Science w/Lab                                ,SPRING 2015,"['Chen, Tzu-Yi ', 'Chambers, America L. ', 'Wu, Yuqing ']"
17,15,"Lab, Intro to Computer Science                                ",SPRING 2015,"['Chen, Tzu-Yi ', 'Chambers, America L. ', 'Wu, Yuqing ']"
17,15,"Lab, Intro to Computer Science                                ",SPRING 2015,"['Chen, Tzu-Yi ', 'Chambers, America L. ', 'Wu, Yuqing ']"
17,15,"Lab, Intro to Computer Science                                ",SPRING 2015,"['Chen, Tzu-Yi ', 'Chambers, America L. ', 'Wu, Yuqing ']"
15,15,"Lab, Intro to Computer Science                                ",SPRING 2015,"['Chen, Tzu-Yi ', 'Chambers, America L. ', 'Wu, Yuqing ']"
44,32,Fundamentals of Computer Science                                ,SPRING 2015,"['Bull, Everett L., Jr. ', 'Kauchak, David R. ']"
29,24,Discrete Mathematics                                ,SPRING 2015,"['Bull, Everett L., Jr. ']"
84,85,Principles of Computer Science                                ,SPRING 2015,"['Trushkowsky, Beth ', 'Lewis, Colleen ']"
34,19,Data Structures &Adv Programming                                ,SPRING 2015,"['Sun, John D. ']"
37,40,Data Structures Adv Programming                                ,SPRING 2015,"['Chambers, America L. ', 'Bruce, Kim Barry ']"
16,25,Data Structures/Adv Program Lab                                ,SPRING 2015,"['Chambers, America L. ']"
21,25,Data Structures/Adv Program Lab                                ,SPRING 2015,"['Chambers, America L. ']"
26,25,Data Structures/Prgm Development                                ,SPRING 2015,"['Wiedermann, Benjamin ', 'Medero, Julie ']"
28,25,Data Structures/Prgm Development                                ,SPRING 2015,"['Wiedermann, Benjamin ', 'Medero, Julie ']"
30,25,Data Structures/Prgm Development                                ,SPRING 2015,"['Wiedermann, Benjamin ', 'Medero, Julie ']"
46,36,Computability and Logic                                ,SPRING 2015,"['Keller, Robert M. ']"
30,30,Computability & Logic                                ,SPRING 2015,"['Bruce, Kim Barry ']"
43,60,Computer Systems                                ,SPRING 2015,"['Kuenning, Geoffrey H. ', 'Kuenning, Geoffrey H. ']"
26,24,Computer Systems                                ,SPRING 2015,"['Bull, Everett L., Jr. ', 'Chen, Tzu-Yi ']"
20,24,Computer Systems                                ,SPRING 2015,"['Bull, Everett L., Jr. ', 'Chen, Tzu-Yi ']"
22,18,"Computer Systems, Lab                                ",SPRING 2015,"['Bull, Everett L., Jr. ', 'Chen, Tzu-Yi ']"
24,18,"Computer Systems, Lab                                ",SPRING 2015,"['Bull, Everett L., Jr. ', 'Chen, Tzu-Yi ']"
21,20,Software Development                                ,SPRING 2015,"['Wu, Yi-Chieh ', 'Wu, Yi-Chieh ']"
13,12,User Interface Design                                ,SPRING 2015,"['Boerkoel, James,, Jr. ', 'Boerkoel, James,, Jr. ']"
44,30,Programming Languages                                ,SPRING 2015,"['Stone, Christopher ', 'Stone, Christopher ']"
36,30,Programming Languages                                ,SPRING 2015,"['Keller, Robert M. ', 'Keller, Robert M. ']"
5,16,Compiler Design                                ,SPRING 2015,"['Stone, Christopher ']"
12,16,Databases                                ,SPRING 2015,"['Trushkowsky, Beth ']"
26,19,Distrib. Software Architecture                                ,SPRING 2015,"['Lee, Arthur H. ']"
52,30,Algorithms                                ,SPRING 2015,"['Libeskind-Hadas, Ran ']"
14,14,Algorithms                                ,SPRING 2015,"['Pippenger, Nicholas J. ']"
16,19,Scientific Computing                                ,SPRING 2015,"['Nadim, Ali ']"
13,9,Data Mining                                ,SPRING 2015,"['Hunter, Blake ']"
28,24,Artificial Intelligence                                ,SPRING 2015,"['Boerkoel, James,, Jr. ']"
11,16,Computer Graphics                                ,SPRING 2015,"['Sweedyk, Elizabeth Ann ']"
9,16,Computer Graphics                                ,SPRING 2015,"['Sweedyk, Elizabeth Ann ']"
9,16,Machine Learning                                ,SPRING 2015,"['Wu, Yi-Chieh ']"
16,16,Natural Language Processing                                ,SPRING 2015,"['Medero, Julie ']"
31,20,Advanced Topics in Algorithms / Computer Science Seminar                                ,SPRING 2015,"['Libeskind-Hadas, Ran ']"
27,25,System Administration / Computer Science Seminar                                ,SPRING 2015,"['Wiedermann, Benjamin ']"
11,16,High Performance Computing / Computer Science Seminar                                ,SPRING 2015,"['Amelang, Jeff ']"
15,18,Intro to Software Engineering                                ,SPRING 2015,"['Hira, Anandi V. ']"
12,15,Social Media Analysis                                ,SPRING 2015,"['Wienberg, Christopher ']"
8,10,Computer Security Seminar / Computer Science Seminar                                ,SPRING 2015,"['Lewis, Colleen ']"
4,99,Computer Science Clinic II                                ,SPRING 2015,"['Kuenning, Geoffrey H. ']"
0,35,Computer Science Research II                                ,SPRING 2015,['Staff ']
12,50,Programming Practicum                                ,SPRING 2015,"['Sweedyk, Elizabeth Ann ']"
0,15,Sr Research/Thesis Computer Sci                                ,SPRING 2015,"['Bruce, Kim Barry ']"
0,15,Sr Research/Thesis Computer Sci                                ,SPRING 2015,"['Bull, Everett L., Jr. ']"
1,15,Sr Research/Thesis Computer Sci                                ,SPRING 2015,"['Chen, Tzu-Yi ']"
0,35,Computer Science Project II                                ,SPRING 2015,['Staff ']
3,15,Senior Project                                ,SPRING 2015,"['Bruce, Kim Barry ']"
1,15,Senior Project                                ,SPRING 2015,"['Bull, Everett L., Jr. ']"
3,15,Senior Project                                ,SPRING 2015,"['Chambers, America L. ']"
3,15,Senior Project                                ,SPRING 2015,"['Chen, Tzu-Yi ']"
2,15,Senior Project                                ,SPRING 2015,"['Kauchak, David R. ']"
5,15,Senior Project                                ,SPRING 2015,"['Wu, Yuqing ']"
130,200,Computer Science Colloquium                                ,SPRING 2015,"['Libeskind-Hadas, Ran ']"
0,99,Adv Problems in Computer Science                                ,SPRING 2015,['Staff ']
4,99,Computer Science&Math Clinic II                                ,SPRING 2015,"['Gu, Weiqing ', 'Kuenning, Geoffrey H. ']"
21,24,Computation & Cognition w/Lab                                ,SPRING 2016,"['Kauchak, David R. ']"
8,15,"Lab, Computation and Cognition                                ",SPRING 2016,"['Bannister, Michael J. ']"
13,15,"Lab, Computation and Cognition                                ",SPRING 2016,"['Bannister, Michael J. ']"
46,60,Computer Science for Insight                                ,SPRING 2016,"['Dodds, Zachary B. ', 'Medero, Julie ']"
62,30,Computing for the Web                                ,SPRING 2016,"['Sun, John D. ']"
51,20,Introduction to Computer Science                                ,SPRING 2016,"['Sun, John D. ']"
15,25,Intro to Computer Science w/Lab                                ,SPRING 2016,"['Kampe, Mark A. ', 'Wu, Yuqing ', 'Chen, Tzu-Yi ', 'Greenberg, Michael ']"
30,25,Intro to Computer Science w/Lab                                ,SPRING 2016,"['Kampe, Mark A. ', 'Wu, Yuqing ', 'Chen, Tzu-Yi ', 'Greenberg, Michael ']"
8,15,"Lab, Intro to Computer Science                                ",SPRING 2016,"['Kampe, Mark A. ', 'Wu, Yuqing ', 'Chen, Tzu-Yi ', 'Greenberg, Michael ']"
7,15,"Lab, Intro to Computer Science                                ",SPRING 2016,"['Kampe, Mark A. ', 'Wu, Yuqing ', 'Chen, Tzu-Yi ', 'Greenberg, Michael ']"
16,15,"Lab, Intro to Computer Science                                ",SPRING 2016,"['Wu, Yuqing ', 'Chen, Tzu-Yi ', 'Greenberg, Michael ', 'Kampe, Mark A. ']"
14,15,"Lab, Intro to Computer Science                                ",SPRING 2016,"['Chen, Tzu-Yi ', 'Greenberg, Michael ', 'Kampe, Mark A. ', 'Wu, Yuqing ']"
19,19,Fundamentals of Computer Science                                ,SPRING 2016,"['Goodney, Andrew ']"
49,32,Fundamentals of Computer Science                                ,SPRING 2016,"['Kauchak, David R. ']"
29,24,Discrete Mathematics                                ,SPRING 2016,"['Bannister, Michael J. ']"
28,24,Discrete Mathematics                                ,SPRING 2016,"['Lam, Jenny ']"
134,170,Principles of Computer Science                                ,SPRING 2016,"['Stone, Christopher ', 'Wiedermann, Benjamin ']"
43,19,Data Structures Adv Programming                                ,SPRING 2016,"['Sun, John D. ']"
43,32,Data Structures Adv Programming                                ,SPRING 2016,"['Bannister, Michael J. ']"
21,18,Data Structures/Adv Program Lab                                ,SPRING 2016,"['Bannister, Michael J. ']"
22,18,Data Structures/Adv Program Lab                                ,SPRING 2016,"['Bannister, Michael J. ']"
30,30,Data Structures/Prgm Development                                ,SPRING 2016,"['Amelang, Jeff ']"
30,30,Data Structures/Prgm Development                                ,SPRING 2016,"['Amelang, Jeff ']"
31,25,Computability and Logic                                ,SPRING 2016,"['Keller, Robert M. ']"
26,25,Computability and Logic                                ,SPRING 2016,"['Keller, Robert M. ']"
17,25,Computability & Logic                                ,SPRING 2016,"['Bruce, Kim Barry ', 'Wu, Yuqing ']"
41,40,Computer Systems                                ,SPRING 2016,"['Trushkowsky, Beth ', 'Sweedyk, Elizabeth Ann ', 'Trushkowsky, Beth ', 'Sweedyk, Elizabeth Ann ', 'Sweedyk, Elizabeth Ann ', 'Trushkowsky, Beth ']"
28,20,Computer Systems                                ,SPRING 2016,"['Chen, Tzu-Yi ']"
28,20,"Computer Systems, Lab                                ",SPRING 2016,"['Chen, Tzu-Yi ']"
12,12,Domain-Specific Languages                                ,SPRING 2016,"['Wiedermann, Benjamin ']"
22,24,Software Development                                ,SPRING 2016,"['Wu, Yi-Chieh ', 'Wu, Yi-Chieh ']"
17,18,Interaction Design                                ,SPRING 2016,"['Boerkoel, James,, Jr. ']"
24,32,Computer Networks                                ,SPRING 2016,"['Stone, Christopher ', 'Stone, Christopher ']"
27,30,Programming Languages                                ,SPRING 2016,"[""O'Neill, Melissa E. "", ""O'Neill, Melissa E. ""]"
24,30,Programming Languages                                ,SPRING 2016,"[""O'Neill, Melissa E. "", ""O'Neill, Melissa E. ""]"
14,16,Databases                                ,SPRING 2016,"['Trushkowsky, Beth ']"
11,12,File Systems                                ,SPRING 2016,"['Kuenning, Geoffrey H. ']"
52,55,Algorithms                                ,SPRING 2016,"['Libeskind-Hadas, Ran ', 'Boerkoel, James,, Jr. ']"
15,17,Algorithms                                ,SPRING 2016,"['Pippenger, Nicholas J. ']"
5,12,Scientific Computing                                ,SPRING 2016,"['Chugunova, Marina ']"
3,8,Scientific Computing                                ,SPRING 2016,"['de Pillis, Lisette G. ', 'Yong, Darryl H. ']"
11,16,Computer Graphics                                ,SPRING 2016,"['Sweedyk, Elizabeth Ann ']"
19,16,Natural Language Processing                                ,SPRING 2016,"['Medero, Julie ']"
19,15,"Special Topics in Computer Sci - Tweets, 'grams & Vines          ",SPRING 2016,"['Goodney, Andrew ']"
21,25,Computational Complexity / Computer Science Seminar                                ,SPRING 2016,"['Libeskind-Hadas, Ran ']"
6,15,Software Foundations                                ,SPRING 2016,"['Greenberg, Michael ']"
13,15,Computational Semantics                                ,SPRING 2016,"['Bruce, Kim Barry ']"
0,99,Computer Science Clinic II                                ,SPRING 2016,"['Kuenning, Geoffrey H. ']"
0,35,Comp Sci Research/Indep Study                                ,SPRING 2016,['Staff ']
27,50,Programming Practicum                                ,SPRING 2016,"['Stone, Christopher ']"
15,12,Distributed Systems                                ,SPRING 2016,"['Lam, Jenny ']"
0,15,Sr Research/Thesis Computer Sci                                ,SPRING 2016,"['Bruce, Kim Barry ']"
0,15,Sr Research/Thesis Computer Sci                                ,SPRING 2016,"['Bull, Everett L., Jr. ']"
1,15,Sr Research/Thesis Computer Sci                                ,SPRING 2016,"['Chen, Tzu-Yi ']"
0,15,Sr Research/Thesis Computer Sci                                ,SPRING 2016,"['Greenberg, Michael ']"
0,15,Sr Research/Thesis Computer Sci                                ,SPRING 2016,"['Kauchak, David R. ']"
0,15,Sr Research/Thesis Computer Sci                                ,SPRING 2016,"['Wu, Yuqing ']"
3,15,Senior Project                                ,SPRING 2016,"['Bannister, Michael J. ']"
1,15,Senior Project                                ,SPRING 2016,"['Bruce, Kim Barry ']"
0,15,Senior Project                                ,SPRING 2016,"['Bull, Everett L., Jr. ']"
1,15,Senior Project                                ,SPRING 2016,"['Greenberg, Michael ']"
0,15,Senior Project                                ,SPRING 2016,"['Chen, Tzu-Yi ']"
2,15,Senior Project                                ,SPRING 2016,"['Kauchak, David R. ']"
2,15,Senior Project                                ,SPRING 2016,"['Wu, Yuqing ']"
98,200,Computer Science Colloquium                                ,SPRING 2016,"['Libeskind-Hadas, Ran ']"
4,10,Computer Science Colloquium                                ,SPRING 2016,"['Libeskind-Hadas, Ran ']"
0,99,Computer Science&Math Clinic II                                ,SPRING 2016,"['Gu, Weiqing ', 'Kuenning, Geoffrey H. ']"
15,20,Intro to Mathematical Biology                                ,SPRING 2016,"['de Pillis, Lisette G. ', 'Adolph, Stephen C. ']"
14,20,Intro to Computational Biology                                ,SPRING 2016,"['Donaldson-Matasci, Matina ', 'Libeskind-Hadas, Ran ']"
83,90,Introduction to Computer Science                                ,SPRING 2018,"['Kuenning, Geoffrey H. ']"
49,75,Intro to Computer Science Lab                                ,SPRING 2018,"['Kuenning, Geoffrey H. ', 'Kuenning, Geoffrey H. ', 'Kuenning, Geoffrey H. ']"
34,75,Intro to Computer Science Lab                                ,SPRING 2018,"['Kuenning, Geoffrey H. ', 'Kuenning, Geoffrey H. ', 'Kuenning, Geoffrey H. ']"
58,42,Computer Science for Insight                                ,SPRING 2018,"['Dodds, Zachary B. ']"
28,24,Computing for the Web                                ,SPRING 2018,"['Salloum, Mariam ']"
6,20,Intro to CS in Grace w/Lab                                ,SPRING 2018,"['Bruce, Kim Barry ', 'Bruce, Kim Barry ']"
20,30,Intro to CS in Java w/Lab                                ,SPRING 2018,"['Bruce, Kim Barry ', 'Kampe, Mark A. ']"
32,25,Intro to CS in Python w/Lab                                ,SPRING 2018,"['Chen, Tzu-Yi ', 'Chen, Tzu-Yi ']"
14,25,Fundamentals of Computer Science                                ,SPRING 2018,"['Bull, Everett L., Jr. ']"
24,24,Discrete Math and Func. Prog.                                ,SPRING 2018,"['Greenberg, Michael ']"
8,18,Discrete Structures                                ,SPRING 2018,"['Shaar, Ahmad Adib ', 'Shaar, Ahmad Adib ']"
23,20,Discrete Mathematics                                ,SPRING 2018,"['Devanny, William E ']"
77,85,Principles of Computer Science                                ,SPRING 2018,"['Lewis, Colleen ']"
57,85,Principles of Computer Science                                ,SPRING 2018,"['Lewis, Colleen ']"
29,35,Data Structures Adv Programming                                ,SPRING 2018,"['Papoutsaki, Alexandra ', 'Devanny, William E ']"
15,20,Data Structures/Adv Program Lab                                ,SPRING 2018,"['Papoutsaki, Alexandra ', 'Devanny, William E ']"
14,20,Data Structures/Adv Program Lab                                ,SPRING 2018,"['Papoutsaki, Alexandra ', 'Devanny, William E ']"
32,25,Data Structures/Prgm Development                                ,SPRING 2018,"['Medero, Julie ', 'Breeden, Katherine ']"
25,25,Data Structures/Prgm Development                                ,SPRING 2018,"['Medero, Julie ', 'Breeden, Katherine ']"
25,25,Data Structures/Prgm Development                                ,SPRING 2018,"['Breeden, Katherine ', 'Medero, Julie ']"
27,25,Data Structures/Prgm Development                                ,SPRING 2018,"['Breeden, Katherine ', 'Medero, Julie ']"
49,60,Data Structures/Prgm Dev Lab                                ,SPRING 2018,"['Medero, Julie ', 'Breeden, Katherine ']"
60,60,Data Structures/Prgm Dev Lab                                ,SPRING 2018,"['Medero, Julie ', 'Breeden, Katherine ']"
51,32,Computability and Logic                                ,SPRING 2018,"['Keller, Robert M. ']"
38,32,Computability and Logic                                ,SPRING 2018,"['Keller, Robert M. ']"
24,20,Computability & Logic                                ,SPRING 2018,"['Wu, Yuqing ']"
20,23,Computer Systems                                ,SPRING 2018,"['Sweedyk, Elizabeth Ann ', 'Sweedyk, Elizabeth Ann ', 'Sweedyk, Elizabeth Ann ', 'Sweedyk, Elizabeth Ann ']"
23,23,Computer Systems                                ,SPRING 2018,"['Sweedyk, Elizabeth Ann ', 'Sweedyk, Elizabeth Ann ', 'Sweedyk, Elizabeth Ann ', 'Sweedyk, Elizabeth Ann ']"
32,25,Computer Systems                                ,SPRING 2018,"['Bull, Everett L., Jr. ', 'Bull, Everett L., Jr. ']"
21,20,Software Development                                ,SPRING 2018,"['Kharitonova, Yekaterina ', 'Kharitonova, Yekaterina ']"
20,20,Software Development                                ,SPRING 2018,"['Kharitonova, Yekaterina ', 'Kharitonova, Yekaterina ']"
24,18,User Interfaces and Experience                                ,SPRING 2018,"['Papoutsaki, Alexandra ', 'Papoutsaki, Alexandra ']"
28,30,Programming Languages                                ,SPRING 2018,"[""O'Neill, Melissa E. "", 'Stone, Christopher ', ""O'Neill, Melissa E. "", 'Stone, Christopher ']"
28,30,Programming Languages                                ,SPRING 2018,"[""O'Neill, Melissa E. "", 'Stone, Christopher ', ""O'Neill, Melissa E. "", 'Stone, Christopher ']"
14,24,Programming Languages                                ,SPRING 2018,"['Greenberg, Michael ']"
16,18,Compiler Design                                ,SPRING 2018,"['Stone, Christopher ']"
23,18,Database Systems                                ,SPRING 2018,"['Wu, Yuqing ']"
31,26,Distrib. Software Architecture                                ,SPRING 2018,"['Salloum, Mariam ']"
15,15,File Systems                                ,SPRING 2018,"['Kuenning, Geoffrey H. ']"
35,35,Algorithms                                ,SPRING 2018,"['Libeskind-Hadas, Ran ']"
32,36,Algorithms                                ,SPRING 2018,"['Libeskind-Hadas, Ran ']"
25,20,Algorithms                                ,SPRING 2018,"['Devanny, William E ']"
2,1,Scientific Computing                                ,SPRING 2018,"['Percus, Allon ']"
30,24,Artificial Intelligence                                ,SPRING 2018,"['Boerkoel, James,, Jr. ']"
18,20,Machine Learning                                ,SPRING 2018,"['Wu, Yi-Chieh ']"
20,20,Machine Learning                                ,SPRING 2018,"['Wu, Yi-Chieh ']"
19,15,Computational Complexity / Computer Science Seminar                                ,SPRING 2018,"['Libeskind-Hadas, Ran ']"
16,16,Human Robot Interaction / Computer Science Seminar                                ,SPRING 2018,"['Boerkoel, James,, Jr. ']"
0,99,Computer Science Clinic II                                ,SPRING 2018,"['Dodds, Zachary B. ']"
0,35,Comp Sci Research/Indep Study                                ,SPRING 2018,['Staff ']
82,50,Programming Practicum                                ,SPRING 2018,"['Lewis, Colleen ']"
0,15,Sr Research/Thesis Computer Sci                                ,SPRING 2018,"['Bruce, Kim Barry ']"
0,15,Sr Research/Thesis Computer Sci                                ,SPRING 2018,"['Bull, Everett L., Jr. ']"
0,15,Sr Research/Thesis Computer Sci                                ,SPRING 2018,"['Chen, Tzu-Yi ']"
1,15,Sr Research/Thesis Computer Sci                                ,SPRING 2018,"['Greenberg, Michael ']"
1,15,Sr Research/Thesis Computer Sci                                ,SPRING 2018,"['Kauchak, David R. ']"
0,15,Sr Research/Thesis Computer Sci                                ,SPRING 2018,"['Papoutsaki, Alexandra ']"
0,15,Sr Research/Thesis Computer Sci                                ,SPRING 2018,"['Wu, Yuqing ']"
1,15,Senior Project                                ,SPRING 2018,"['Bruce, Kim Barry ']"
0,15,Senior Project                                ,SPRING 2018,"['Bull, Everett L., Jr. ']"
0,15,Senior Project                                ,SPRING 2018,"['Chen, Tzu-Yi ']"
1,15,Senior Project                                ,SPRING 2018,"['Greenberg, Michael ']"
0,15,Senior Project                                ,SPRING 2018,"['Kauchak, David R. ']"
2,15,Senior Project                                ,SPRING 2018,"['Papoutsaki, Alexandra ']"
0,15,Senior Project                                ,SPRING 2018,"['Wu, Yuqing ']"
0,15,Senior Project                                ,SPRING 2018,"['Wu, Yuqing ']"
131,200,Computer Science Colloquium                                ,SPRING 2018,"['Libeskind-Hadas, Ran ']"
12,10,Computer Science Colloquium                                ,SPRING 2018,"['Libeskind-Hadas, Ran ']"
0,99,Computer Science&Math Clinic II                                ,SPRING 2018,"['Gu, Weiqing ', 'Dodds, Zachary B. ']"
6,24,Modern Cryptography / Special Topics in Engineering                                ,SPRING 2018,"['Shaar, Ahmad Adib ']"
9,24,Codes in Comm Systems&Computers / Special Topics in Engineering                                ,SPRING 2018,"['Shaar, Ahmad Adib ']"
22,20,Intro to Mathematical Biology                                ,SPRING 2018,"['Adolph, Stephen C. ', 'de Pillis, Lisette G. ']"
20,20,Intro to Computational Biology                                ,SPRING 2018,"['Wu, Yi-Chieh ', 'Donaldson-Matasci, Matina ']"
34,34,Introduction to Computer Science                                ,SPRING 2019,"['Medero, Julie ']"
37,34,Introduction to Computer Science                                ,SPRING 2019,"['Medero, Julie ']"
18,30,Introduction to Computer Science                                ,SPRING 2019,"['Bachman, David ', 'Bachman, David ']"
29,40,Intro to Computer Science Lab                                ,SPRING 2019,"['Medero, Julie ', 'Medero, Julie ', 'Medero, Julie ']"
42,40,Intro to Computer Science Lab                                ,SPRING 2019,"['Medero, Julie ', 'Medero, Julie ', 'Medero, Julie ']"
61,42,Computer Science for Insight                                ,SPRING 2019,"['Dodds, Zachary B. ']"
16,18,Foundations of Data Science                                ,SPRING 2019,"['Huber, Mark ']"
18,18,Foundations of Data Science                                ,SPRING 2019,"['Huber, Mark ']"
7,18,Data Structures and Algorithms                                ,SPRING 2019,"['Naumov, Pavel ']"
23,18,Intro to CS with Topics in AI                                ,SPRING 2019,"['Papoutsaki, Alexandra ', 'Kauchak, David R. ', 'Papoutsaki, Alexandra ', 'Kauchak, David R. ']"
52,30,Intro to CS in Python w/Lab                                ,SPRING 2019,"['Chen, Tzu-Yi ', 'Birrell, Eleanor ', 'Chen, Tzu-Yi ', 'Birrell, Eleanor ']"
29,20,Discrete Math and Func. Prog.                                ,SPRING 2019,"['Wu, Yuqing ']"
25,20,Discrete Math and Func. Prog.                                ,SPRING 2019,"['Wu, Yuqing ']"
10,18,Discrete Structures                                ,SPRING 2019,"['Wong, Helen M. ']"
19,25,Object Oriented Game Development                                ,SPRING 2019,"['Saleem, Waqar ', 'Saleem, Waqar ']"
94,90,Principles of Computer Science                                ,SPRING 2019,"['Breeden, Katherine ']"
31,30,Data Structures Adv Programming                                ,SPRING 2019,"['Papoutsaki, Alexandra ', 'Devanny, William E ']"
18,15,Data Structures/Adv Program Lab                                ,SPRING 2019,"['Papoutsaki, Alexandra ', 'Devanny, William E ']"
13,15,Data Structures/Adv Program Lab                                ,SPRING 2019,"['Papoutsaki, Alexandra ', 'Devanny, William E ']"
34,25,Data Structures/Prgm Development                                ,SPRING 2019,"['Bang, Lucas ', 'Stone, Christopher ']"
21,25,Data Structures/Prgm Development                                ,SPRING 2019,"['Bang, Lucas ', 'Stone, Christopher ']"
